word,count,pred,truth,category
يَطَّوَّفَ,1,يطوف,ي | طوف,too_few_segments
يُحِبُّونَهُمْ,1,ي | حبون | هم,ي | حب | ون | هم,too_few_segments
كَحُبِّ,1,كحب,ك | حب,too_few_segments
فَنَتَبَرَّأَ,1,ف | نتبرأ,ف | ن | تبرأ,too_few_segments
ذَوِي,1,ذوي,ذو | ي,too_few_segments
فَاتِّبَاعٌ,1,فاتباع,ف | اتباع,too_few_segments
يُبَدِّلُونَهُ,1,ي | بدلون | ه,ي | بدل | و | ن | ه,too_few_segments
يُطِيقُونَهُ,1,يطيقون | ه,ي | طيق | ون | ه,too_few_segments
مِسْكِينٍ,1,مسك | ين,مسكين,too_many_segments
فَلْيَصُمْهُ,1,فليصم | ه,ف | ل | ي | صم | ه,too_few_segments
أُجِيبُ,1,أجيب,أ | جيب,too_few_segments
دَعَانِ,1,دعان,دعا | ن,too_few_segments
وَلْيُؤْمِنُوا,1,وليؤمن | وا,و | ل | ي | ؤمن | وا,too_few_segments
بَاشِرُوهُنَّ,1,باشرو | هن,باشر | و | هن,too_few_segments
أَتِمُّوا,1,أ | تم | وا,أتم | وا,too_many_segments
تُبَاشِرُوهُنَّ,1,ت | باشرو | هن,ت | باشر | و | هن,too_few_segments
تَقْرَبُوهَا,1,ت | قربو | ها,ت | قرب | و | ها,too_few_segments
وَأْتُوا,1,وأ | ت | وا,و | أت | وا,wrong_content
وَأَخْرِجُوهُمْ,1,و | أخرجو | هم,و | أخرج | و | هم,too_few_segments
أَخْرَجُوكُمْ,1,أخرجو | كم,أخرج | و | كم,too_few_segments
تُقَاتِلُوهُمْ,1,ت | قاتلو | هم,ت | قاتل | و | هم,too_few_segments
فَاقْتُلُوهُمْ,1,ف | اقتلو | هم,ف | ا | قتل | و | هم,too_few_segments
تَمَتَّعَ,1,ت | متع,تمتع,too_many_segments
فُسُوقَ,1,ف | سوق,فسوق,too_many_segments
عَرَفَاتٍ,1,عرف | ات,عرفات,too_many_segments
وَاذْكُرُوهُ,1,و | اذكرو | ه,و | ا | ذكر | و | ه,too_few_segments
كَذِكْرِكُمْ,1,كذكر | كم,ك | ذكر | كم,too_few_segments
أُوتُوهُ,1,أوتو | ه,أوت | و | ه,too_few_segments
مَسَّتْهُمُ,1,مست | هم,مس | ت | هم,too_few_segments
وَصَدٌّ,1,وصد,و | صد,too_few_segments
نَفْعِهِمَا,1,ن | فع | هما,نفع | هما,too_many_segments
تُخَالِطُوهُمْ,1,ت | خالطو | هم,ت | خالط | و | هم,too_few_segments
لَأَعْنَتَكُمْ,1,لأعن | ة | كم,ل | أعنت | كم,wrong_content
تَقْرَبُوهُنَّ,1,ت | قربو | هن,ت | قرب | و | هن,too_few_segments
يَطْهُرْنَ,1,ي | طهرن,ي | طهر | ن,too_few_segments
تَطَهَّرْنَ,1,ت | طهرن,تطهر | ن,wrong_content
فَأْتُوهُنَّ,1,فأتو | هن,ف | أت | و | هن,too_few_segments
مُلَاقُوهُ,1,ملاقو | ه,ملاق | و | ه,too_few_segments
تَبَرُّوا,1,تبر | وا,ت | بر | وا,too_few_segments
تَرَبُّصُ,1,ت | ربص,تربص,too_many_segments
فَاءُوا,1,ف | اء | وا,فاء | وا,too_many_segments
يَكْتُمْنَ,1,ي | كتمن,ي | كتم | ن,too_few_segments
وَبُعُولَتُهُنَّ,1,و | بعول | ة | هن,و | بعول | ت | هن,wrong_content
مَرَّتَانِ,1,مرتان,مر | ت | ان,too_few_segments
يَخَافَا,1,يخافا,ي | خاف | ا,too_few_segments
تَعْتَدُوهَا,1,ت | عتدو | ها,ت | عتد | و | ها,too_few_segments
يَتَرَاجَعَا,1,يتراجعا,ي | تراجع | ا,too_few_segments
ظَنَّا,1,ظن | نا,ظن | ا,wrong_content
سَرِّحُوهُنَّ,1,سرحو | هن,سرح | و | هن,too_few_segments
تُمْسِكُوهُنَّ,1,ت | مسكو | هن,ت | مسك | و | هن,too_few_segments
يَنْكِحْنَ,1,ي | نكحن,ي | نكح | ن,too_few_segments
تَرَاضَوْا,1,ت | راض | وا,تراض | وا,too_many_segments
يُرْضِعْنَ,1,ي | رضعن,ي | رضع | ن,too_few_segments
وَكِسْوَتُهُنَّ,1,و | ك | سوت | هن,و | كسو | ت | هن,wrong_content
تُضَارَّ,1,تضار,ت | ضار,too_few_segments
أَرَادَا,1,أرادا,أراد | ا,too_few_segments
سَتَذْكُرُونَهُنَّ,1,س | ت | ذكرون | هن,س | ت | ذكر | ون | هن,too_few_segments
تُوَاعِدُوهُنَّ,1,تواعدو | هن,ت | واعد | و | هن,too_few_segments
فَاحْذَرُوهُ,1,ف | احذرو | ه,ف | احذر | و | ه,too_few_segments
وَمَتِّعُوهُنَّ,1,و | متعو | هن,و | متع | و | هن,too_few_segments
خَرَجْنَ,1,خرجن,خرج | ن,too_few_segments
أُلُوفٌ,1,ألوف,ألف,wrong_content
ابْعَثْ,1,ا | بعث,ابعث,too_many_segments
نُقَاتِلْ,1,نقاتل,ن | قاتل,too_few_segments
نُقَاتِلَ,1,نقاتل,ن | قاتل,too_few_segments
بِالْمُلْكِ,1,ب | ال | ملك,ال | ملك,too_many_segments
فَصَلَ,1,ف | صل,فصل,too_many_segments
فَهَزَمُوهُمْ,1,ف | هزمو | هم,ف | هزم | و | هم,too_few_segments
كَلَّمَ,1,ك | لم,كلم,too_many_segments
خُلَّةٌ,1,خل | ة,خل | ت,wrong_content
سِنَةٌ,1,س | نة,سن | ة,wrong_content
يَئُودُهُ,1,يئود | ه,ي | ئود | ه,too_few_segments
حِفْظُهُمَا,1,حفظ | هما,حفظ | ه | ما,too_few_segments
إِكْرَاهَ,1,إكرا | ه,إكراه,too_many_segments
يُخْرِجُونَهُمْ,1,ي | خرجون | هم,ي | خرج | ون | هم,too_few_segments
أُحْيِي,1,أحي | ي,أ | حيي,wrong_content
وَأُمِيتُ,1,و | أميت,و | أ | ميت,too_few_segments
فَأَمَاتَهُ,1,ف | أم | ات | ه,ف | أمات | ه,too_many_segments
يَتَسَنَّهْ,1,يتسن | ه,ي | تسن | ه,too_few_segments
ادْعُهُنَّ,1,ادع | هن,ا | دع | هن,too_few_segments
يَأْتِينَكَ,1,ي | أتين | ك,ي | أتي | ن | ك,too_few_segments
سَنَابِلَ,1,س | نابل,سنابل,too_many_segments
سُنْبُلَةٍ,1,س | نبل | ة,سنبل | ة,too_many_segments
يُضَاعِفُ,1,يضاعف,ي | ضاعف,too_few_segments
فَطَلٌّ,1,فطل,ف | طل,too_few_segments
تَيَمَّمُوا,1,تيمم | وا,ت | تيمم | وا,too_few_segments
وَلَسْتُمْ,1,و | لستم,و | لس | تم,too_few_segments
بِآخِذِيهِ,1,ب | آخذي | ه,ب | آخذ | ي | ه,too_few_segments
نَذَرْتُمْ,1,ن | ذر | تم,نذر | تم,too_many_segments
فَنِعِمَّا,1,ف | ن | عن | ما,ف | نعم | ا,too_many_segments
تُخْفُوهَا,1,ت | خفو | ها,ت | خف | و | ها,too_few_segments
وَتُؤْتُوهَا,1,و | ت | ؤتو | ها,و | ت | ؤت | و | ها,too_few_segments
يَتَخَبَّطُهُ,1,يتخبط | ه,ي | تخبط | ه,too_few_segments
فَأْذَنُوا,1,فأذن | وا,ف | أذن | وا,too_few_segments
تَدَايَنْتُمْ,1,ت | دا | ين | تم,تداين | تم,too_many_segments
فَاكْتُبُوهُ,1,ف | اكتبو | ه,ف | اكتب | و | ه,too_few_segments
وَلْيَكْتُبْ,1,وليكتب,و | ل | ي | كتب,too_few_segments
فَلْيَكْتُبْ,1,فليكتب,ف | ل | ي | كتب,too_few_segments
وَلْيُمْلِلِ,1,وليملل,و | ل | ي | ملل,too_few_segments
فَلْيُمْلِلْ,1,فليملل,ف | ل | ي | ملل,too_few_segments
وَلِيُّهُ,1,و | لي | ه,ولي | ه,too_many_segments
يَكُونَا,1,ي | كو | نا,ي | كون | ا,wrong_content
وَامْرَأَتَانِ,1,و | امرأتان,و | امرأ | ت | ان,too_few_segments
فَتُذَكِّرَ,1,ف | ت | ذكر,ف | ذكر,too_many_segments
تَكْتُبُوهُ,1,ت | كتبو | ه,ت | كتب | و | ه,too_few_segments
تُدِيرُونَهَا,1,ت | ديرون | ها,ت | دير | ون | ها,too_few_segments
تَكْتُبُوهَا,1,ت | كتبو | ها,ت | كتب | و | ها,too_few_segments
تَبَايَعْتُمْ,1,ت | بايع | تم,تبايع | تم,too_many_segments
يُضَارَّ,1,يضار,ي | ضر,too_few_segments
فُسُوقٌ,1,ف | سوق,فسوق,too_many_segments
فَلْيُؤَدِّ,1,فليؤد,ف | ل | ي | ؤد,too_few_segments
أَمَانَتَهُ,1,أمان | ة | ه,أمان | ت | ه,wrong_content
اكْتَسَبَتْ,1,اكتسب | ت,ٱكتسب | ت,wrong_content
نَسِيْنَا,1,ن | سي | نا,نسي | نا,too_many_segments
حَمَلْتَهُ,1,حمل | ة | ه,حمل | ت | ه,wrong_content
تُحَمِّلْنَا,1,تحمل | نا,ت | حمل | نا,too_few_segments
وَاعْفُ,1,و | اعف,و | ا | عف,too_few_segments
فَانْصُرْنَا,1,ف | انصر | نا,ف | ا | نصر | نا,too_few_segments
مُحْكَمَاتٌ,1,مح | كم | ات,محكم | ات,too_many_segments
تَأْوِيلِهِ,1,ت | أويل | ه,تأويل | ه,too_many_segments
هَدَيْتَنَا,1,هدي | ة | نا,هدي | ت | نا,wrong_content
وَتُحْشَرُونَ,1,و | ت | حشر | ون,و | ت | حشر | و | ن,too_few_segments
الْتَقَتَا,1,ال | تقتا,التق | تا,wrong_content
تُقَاتِلُ,1,تقاتل,ت | قاتل,too_few_segments
يَرَوْنَهُمْ,1,يرون | هم,ي | ر | ون | هم,too_few_segments
مِثْلَيْهِمْ,1,مثلي | هم,مثل | ي | هم,too_few_segments
أَؤُنَبِّئُكُمْ,1,أؤنبئ | كم,أ | ؤنبئ | كم,too_few_segments
حَاجُّوكَ,1,حاجو | ك,حاج | و | ك,too_few_segments
اتَّبَعَنِ,1,اتبعن,اتبع | ن,too_few_segments
وَالْأُمِّيِّينَ,1,و | ال | أمي | ين,و | ال | أم | ي | ين,too_few_segments
تُولِجُ,1,تولج,ت | ولج,too_few_segments
وَتُولِجُ,1,و | تولج,و | ت | ولج,too_few_segments
تُبْدُوهُ,1,ت | بدو | ه,ت | بد | و | ه,too_few_segments
بَطْنِي,1,بط | ني,بطن | ي,wrong_content
فَتَقَبَّلْ,1,ف | ت | قبل,ف | تقبل,too_many_segments
وَضَعَتْهَا,1,و | ضع | ت | ها,وضع | ت | ها,too_many_segments
وَضَعْتُهَا,1,و | ضع | ت | ها,وضع | ت | ها,too_many_segments
وَضَعَتْ,1,و | ضع | ت,وضع | ت,too_many_segments
سَمَّيْتُهَا,1,سمي | ة | ها,سمي | ت | ها,wrong_content
أُعِيذُهَا,1,أعيذ | ها,أ | عيذ | ها,too_few_segments
وَذُرِّيَّتَهَا,1,و | ذري | ة | ها,و | ذر | ي | ت | ها,too_few_segments
فَتَقَبَّلَهَا,1,ف | ت | قبل | ها,ف | تقبل | ها,too_many_segments
وَأَنْبَتَهَا,1,و | أنب | ة | ها,و | أ | نبت | ها,wrong_content
بِيَحْيَى,1,ب | ي | حيى,ب | يحيى,too_many_segments
وَسَيِّدَاً,1,و | س | يد | ا,و | سيد | ا,too_many_segments
بَلَغَنِيَ,1,بلغ | ني,بلغ | ن | ي,too_few_segments
وَامْرَأَتِي,1,و | امرأ | ة | ي,و | امرأ | ت | ي,wrong_content
اقْنُتِي,1,اقن | ة | ي,اقنت | ي,too_many_segments
وَاسْجُدِي,1,و | اسجد | ي,و | ا | سجد | ي,too_few_segments
وَارْكَعِي,1,و | اركع | ي,و | ا | ركع | ي,too_few_segments
وَيُكَلِّمُ,1,و | ي | ك | لم,و | ي | كلم,too_many_segments
أَخْلُقُ,1,أخلق,أ | خلق,too_few_segments
فَأَنْفُخُ,1,ف | أنفخ,ف | أ | نفخ,too_few_segments
وَأُبْرِئُ,1,و | أبرئ,و | أ | برئ,too_few_segments
وَأُحْيِي,1,و | أحي | ي,و | أ | حيي,wrong_content
وَأُنَبِّئُكُمْ,1,و | أنبئ | كم,و | أ | نبئ | كم,too_few_segments
وَلِأُحِلَّ,1,و | ل | أحل,و | ل | أ | حل,too_few_segments
وَاشْهَدْ,1,و | ا | شهد,و | أ | شهد,wrong_content
اتَّبَعُوكَ,1,اتبعو | ك,اتبع | و | ك,too_few_segments
فَأَحْكُمُ,1,ف | أح | كم,ف | أ | حكم,wrong_content
فَأُعَذِّبُهُمْ,1,ف | أعذب | هم,ف | أ | عذب | هم,too_few_segments
نَتْلُوهُ,1,ن | تلو | ه,ن | تل | و | ه,too_few_segments
نَدْعُ,1,ندع,ن | دع,too_few_segments
وَنِسَاءَنَا,1,و | ن | ساء | نا,و | نساء | نا,too_many_segments
اشْهَدُوا,1,ا | شهد | وا,اشهد | وا,too_many_segments
أُنْزِلَتِ,1,أنزلت,أنزل | ت,too_few_segments
يَهُودِيَّاً,1,يهودي | ا,يهود | ي | ا,too_few_segments
نَصْرَانِيَّاً,1,نصرا | ني | ا,نصران | ي | ا,wrong_content
وَدَّتْ,1,و | دت,ود | ت,wrong_content
يُضِلُّونَكُمْ,1,ي | ضلون | كم,ي | ضل | ون | كم,too_few_segments
يُحَاجُّوكُمْ,1,ي | حاجو | كم,ي | حاج | و | كم,too_few_segments
مَا دُمْتَ,1,ما دم | ت,ما | دم | ت,too_few_segments
يَلْوُونَ,1,ي | لو | ون,ي | لو | و | ن,too_few_segments
أَلْسِنَتَهُمْ,1,ألسن | ة | هم,ألسن | ت | هم,wrong_content
لِتَحْسَبُوهُ,1,ل | ت | حسبو | ه,ل | تحسب | و | ه,wrong_content
رَبَّانِيِّينَ,1,ربا | ني | ين,ربان | ي | ين,wrong_content
آتَيْتُكُمْ,1,آتي | ة | كم,آتي | ت | كم,wrong_content
لَتُؤْمِنُنَّ,1,لتؤمنن,ل | تؤمن | ن,too_few_segments
وَلَتَنْصُرُنَّهُ,1,و | لتنصرن | ه,و | ل | ت | نصر | ن | ه,too_few_segments
تَوْبَتُهُمْ,1,ت | وبت | هم,توب | ت | هم,wrong_content
فَاتْلُوهَا,1,ف | اتلو | ها,ف | اتل | و | ها,too_few_segments
وُضِعَ,1,و | ضع,وضع,too_many_segments
لَلَّذِي,1,ل | الذي,ل | لذي,wrong_content
تَصُدُّونَ,1,تصد | ون,ت | صد | ون,too_few_segments
تَبْغُونَهَا,1,ت | بغون | ها,ت | بغ | ون | ها,too_few_segments
تُقَاتِهِ,1,تق | ات | ه,تقا | ت | ه,wrong_content
بِنِعْمَتِهِ,1,ب | ن | عمت | ه,ب | نعم | ت | ه,wrong_content
وَلْتَكُنْ,1,ول | ت | كن,و | ل | ت | كن,too_few_segments
اسْوَدَّتْ,1,ا | سود | ت,اسود | ت,too_many_segments
ابْيَضَّتْ,1,ا | بيض | ت,ابيض | ت,too_many_segments
وَتَنْهَوْنَ,1,و | ت | نه | ون,و | ت | نه | و | ن,too_few_segments
يَضُرُّوكُمْ,1,ي | ضرو | كم,ي | ضر | و | كم,too_few_segments
يُوَلُّوكُمُ,1,ي | ولو | كم,ي | ول | و | كم,too_few_segments
أَيْنَما,1,أينما,أين | ما,too_few_segments
يُكْفَرُوهُ,1,ي | كفرو | ه,ي | كفر | و | ه,too_few_segments
بِطَانَةً,1,ب | طان | ة,بطان | ة,too_many_segments
يَأْلُونَكُمْ,1,ي | ألون | كم,ي | أل | ون | كم,too_few_segments
بَدَتِ,1,بدت,بد | ت,too_few_segments
تُحِبُّونَهُمْ,1,ت | حبون | هم,ت | حب | ون | هم,too_few_segments
يُحِبُّونَكُمْ,1,ي | حبون | كم,ي | حب | ون | كم,too_few_segments
لَقُوكُمْ,1,لقو | كم,لق | و | كم,too_few_segments
تَفْشَلَا,1,ت | فشلا,ت | فشل | ا,too_few_segments
وَلِيُّهُمَا,1,و | ل | ي | هما,ولي | هما,too_many_segments
وَيَأْتُوكُمْ,1,و | ي | أتو | كم,و | ي | أت | و | كم,too_few_segments
سُنَنٌ,1,س | نن,سنن,too_many_segments
وَيَتَّخِذَ,1,و | يتخذ,و | ي | تخذ,too_few_segments
تَلْقَوْهُ,1,ت | لقو | ه,ت | لق | و | ه,too_few_segments
رَأَيْتُمُوهُ,1,رأي | تمو | ه,رأي | تم | و | ه,too_few_segments
تَمُوتَ,1,تموت,ت | موت,too_few_segments
رِبِّيُّونَ,1,ربي | ون,رب | ي | ون,too_few_segments
وَهَنُوا,1,و | هن | وا,وهن | وا,too_many_segments
تَحُسُّونَهُمْ,1,ت | حسون | هم,ت | حس | ون | هم,too_few_segments
فَشِلْتُمْ,1,ف | شل | تم,فشل | تم,too_many_segments
وَتَنَازَعْتُمْ,1,و | ت | نازع | تم,و | تنازع | تم,too_many_segments
بِغَمٍّ,1,بغم,ب | غم,too_few_segments
وَلِيَبْتَلِيَ,1,و | ل | ي | بتل | ي,و | ل | ي | بتلي,too_many_segments
لَانْفَضُّوا,1,لانفض | وا,ل | انفض | وا,too_few_segments
أَوَلَمَّا,1,أولما,أ | و | لما,too_few_segments
أَصَبْتُمْ,1,أ | صب | تم,أصب | تم,too_many_segments
مِثْلَيْهَا,1,مثلي | ها,مثل | ي | ها,too_few_segments
ادْفَعُوا,1,ا | دفع | وا,ادفع | وا,too_many_segments
لَاتَّبَعْنَاكُمْ,1,لاتبع | نا | كم,ل | اتبع | نا | كم,too_few_segments
أَطَاعُونَا,1,أطاعو | نا,أطاع | و | نا,too_few_segments
فَرِحِينَ,1,ف | رح | ين,فرح | ين,too_many_segments
اسْتَجَابُوا,1,استجاب | وا,استجاب,too_many_segments
فَاخْشَوْهُمْ,1,ف | ا | خشو | هم,ف | ا | خش | و | هم,too_few_segments
فَانْقَلَبُوا,1,ف | ا | ن | قلب | وا,ف | انقلب | وا,too_many_segments
تَخَافُوهُمْ,1,تخافو | هم,ت | خاف | و | هم,too_few_segments
وَخَافُونِ,1,و | خاف | ون,و | خاف | و | ن,too_few_segments
