sura,verse,word_no,word,pred,truth,truth_raw,truth_tags,n_pred,n_truth,category
4,95,23,وَكُلَّاً,وكل | ا,و | كل | ا,و | كل | ا,CONJ | NOUN_ABSTRACT | CASE_INDEF_(ACC_GEN),2,3,too_few_segments
4,95,24,وَعَدَ,و | عد,وعد,وعد | (null),PV | PVSUFF_SUBJ:3MS,2,1,too_many_segments
4,97,3,تَوَفَّاهُمُ,ت | وفا | هم,توفا | هم,توفا | هم,IV | OBJ_PRON,3,2,too_many_segments
4,97,8,فِيمَ,فيم,في | م,في | م,PREP | OTHER,1,2,too_few_segments
4,97,24,مَأْوَاهُمْ,مأ | وا | هم,مأوا | هم,مأوا | هم,NOUN_TIME_PLACE | POSS_PRON,3,2,too_many_segments
4,99,9,عَفُوَّاً,عف | وا,عفو | ا,عفو | ا,ADJ_INTENS | CASE_INDEF_(ACC_GEN),2,2,wrong_content
4,100,2,يُهَاجِرْ,يهاجر,ي | هاجر,ي | هاجر,IMPERF_PREF | IV,1,2,too_few_segments
4,100,15,بَيْتِهِ,بي | ت | ه,بيت | ه,بيت | ه,NOUN_CONCRETE | POSS_PRON,3,2,too_many_segments
4,100,24,وَقَعَ,و | قع,وقع,وقع | (null),PV | PVSUFF_SUBJ:3MS,2,1,too_many_segments
4,101,22,عَدُوَّاً,عد | وا,عدو | ا,عدو | ا,ADJ_INTENS | CASE_INDEF_(ACC_GEN),2,2,wrong_content
4,102,7,فَلْتَقُمْ,فلتقم,ف | ل | ت | قم,ف | ل | ت | قم,OTHER | OTHER | IMPERF_PREF | IV,1,4,too_few_segments
4,102,11,وَلْيَأْخُذُوا,وليأخذ | وا,و | ل | ي | أخذ | وا,و | ل | ي | أخذ | وا,CONJ | OTHER | IMPERF_PREF | IV | SUBJ_PRON,2,5,too_few_segments
4,102,15,فَلْيَكُونُوا,فليك | ون | وا,ف | ل | ي | كون | وا,ف | ل | ي | كون | وا,CONJ | OTHER | IMPERF_PREF | IV | SUBJ_PRON,3,5,too_few_segments
4,102,17,وَرَائِكُمْ,و | رائ | كم,ورائ | كم,ورائ | كم,NOUN_ABSTRACT | POSS_PRON,3,2,too_many_segments
4,102,18,وَلْتَأْتِ,ولتأ | ت,و | ل | ت | أت,و | ل | ت | أت,CONJ | OTHER | IMPERF_PREF | IV,2,4,too_few_segments
4,102,23,فَلْيُصَلُّوا,فليصل | وا,ف | ل | ي | صل | وا,ف | ل | ي | صل | وا,CONJ | OTHER | IMPERF_PREF | IV | SUBJ_PRON,2,5,too_few_segments
4,102,25,وَلْيَأْخُذُوا,وليأخذ | وا,و | ل | ي | أخذ | وا,و | ل | ي | أخذ | وا,CONJ | OTHER | IMPERF_PREF | IV | SUBJ_PRON,2,5,too_few_segments
4,102,34,أَسْلِحَتِكُمْ,أسلح | ة | كم,أسلح | ت | كم,أسلح | ت | كم,NOUN_CONCRETE | NSUFF_FEM_SG | POSS_PRON,3,3,wrong_content
4,102,35,وَأَمْتِعَتِكُمْ,و | أمتع | ة | كم,و | أمتع | ت | كم,و | أمتع | ت | كم,CONJ | NOUN_CONCRETE | NSUFF_FEM_SG | POSS_PRON,4,4,wrong_content
4,102,54,أَسْلِحَتَكُمْ,أسلح | ة | كم,أسلح | ت | كم,أسلح | ت | كم,NOUN_CONCRETE | NSUFF_FEM_SG | POSS_PRON,3,3,wrong_content
4,103,11,اطْمَأْنَنْتُمْ,ا | طمأنن | تم,اطمأنن | تم,اطمأنن | تم,PV | SUBJ_PRON,3,2,too_many_segments
4,103,12,فَأَقِيمُوا,ف | أقيم | وا,ف | أ | قيم | وا,ف | أ | قيم | وا,CONJ | CV_PREF | CV | SUBJ_PRON,3,4,too_few_segments
4,103,19,كِتَابَاً,ك | تاب | ا,كتاب | ا,كتاب | ا,NOUN_CONCRETE | CASE_INDEF_(ACC_GEN),3,2,too_many_segments
4,104,10,يَأْلَمُونَ,ي | ألم | ون,ي | ألم | و | ن,ي | ألم | و | ن,IMPERF_PREF | IV | SUBJ_PRON | NOON_V5,3,4,too_few_segments
4,107,2,تُجَادِلْ,تجادل,ت | جادل,ت | جادل,IMPERF_PREF | IV,1,2,too_few_segments
4,107,5,يَخْتَانُونَ,ي | ختان | ون,ي | ختان | و | ن,ي | ختان | و | ن,IMPERF_PREF | IV | SUBJ_PRON | NOON_V5,3,4,too_few_segments
4,108,1,يَسْتَخْفُونَ,ي | ستخف | ون,ي | ستخف | و | ن,ي | ستخف | و | ن,IMPERF_PREF | PV | SUBJ_PRON | NOON_V5,3,4,too_few_segments
4,108,5,يَسْتَخْفُونَ,ي | ستخف | ون,ي | ستخف | و | ن,ي | ستخف | و | ن,IMPERF_PREF | PV | SUBJ_PRON | NOON_V5,3,4,too_few_segments
4,109,1,هَاأَنْتُمْ,هاأن | تم,ها | أنتم,ها | أنتم,OTHER | DEM_PRON,2,2,wrong_content
4,109,9,يُجَادِلُ,يجادل,ي | جادل,ي | جادل,IV3MS | IV,1,2,too_few_segments
4,109,18,وَكِيلَاً,و | كيلا,وكيل | ا,وكيل | ا,ADJ_QUALIT | CASE_INDEF_(ACC_GEN),2,2,wrong_content
4,110,6,نَفْسَهُ,ن | فسه,نفس | ه,نفس | (null) | ه,NOUN_ABSTRACT | CASE_DEF_ACC | POSS_PRON_3MS,2,2,wrong_content
4,110,10,يَجِدِ,يجد,ي | جد,ي | جد,IMPERF_PREF | IV,1,2,too_few_segments
4,111,7,نَفْسِهِ,ن | فسه,نفس | ه,نفس | (null) | ه,NOUN_ABSTRACT | CASE_DEF_ACC | POSS_PRON_3MS,2,2,wrong_content
4,112,7,يَرْمِ,يرم,ي | رم,ي | رم,IMPERF_PREF | IV,1,2,too_few_segments
4,113,5,وَرَحْمَتُهُ,و | رحم | ة | ه,و | رحم | ت | ه,و | رحم | ت | ه,CONJ | GERUND | NSUFF_FEM_SG | POSS_PRON,4,4,wrong_content
4,113,6,لَهَمَّتْ,لهم | ت,ل | هم | ت,ل | هم | ت,OTHER | PV | SUFF_FEM_TA,2,3,too_few_segments
4,113,10,يُضِلُّوكَ,ي | ضلو | ك,ي | ضل | و | ك,ي | ضل | و | ك,IMPERF_PREF | IV | SUBJ_PRON | OBJ_PRON,3,4,too_few_segments
4,113,16,يَضُرُّونَكَ,ي | ضرون | ك,ي | ضر | ون | ك,ي | ضر | ون | ك | None | None,IMPERF_PREF | IV | SUBJ_PRON | OBJ_PRON | None | None,3,4,too_few_segments
4,114,6,نَجْوَاهُمْ,ن | جوا | هم,نجوا | هم,نجوا | هم,GERUND | POSS_PRON,3,2,too_many_segments
4,114,10,بِصَدَقَةٍ,ب | صدق | ة,ب | صدقة,ب | صدقة,PREP | NOUN_ABSTRACT,3,2,too_many_segments
4,114,21,مَرْضَاتِ,مرض | ات,مرضا | ت,مرضا | ت,GERUND_MEEM | NSUFF_FEM_SG,2,2,wrong_content
4,115,2,يُشَاقِقِ,يشاقق,ي | شاقق,ي | شاقق,IMPERF_PREF | IV,1,2,too_few_segments
4,115,7,تَبَيَّنَ,ت | بين,تبين,تبين,PV,2,1,too_many_segments
4,115,10,وَيَتَّبِعْ,و | يتبع,و | ي | تبع,و | ي | تبع,CONJ | IMPERF_PREF | IV,2,3,too_few_segments
4,115,17,وَنُصْلِهِ,و | ن | صله,و | ن | صل | ه,و | ن | صل | ه,CONJ | IMPERF_PREF | IV | OBJ_PRON,3,4,too_few_segments
4,118,4,لَأَتَّخِذَنَّ,لأتخذن,ل | أ | تخذ | ن,ل | أ | تخذ | ن,OTHER | INTERROG | IV | EMPHATIC_NUN,1,4,too_few_segments
4,119,1,وَلَأُضِلَّنَّهُمْ,و | لأضلن | هم,و | ل | أ | ضل | ن | هم,و | ل | أ | ضل | ن | هم,CONJ | OTHER | IMPERF_PREF | IV | EMPHATIC_NUN | OBJ_PRON,3,6,too_few_segments
4,119,2,وَلَأُمَنِّيَنَّهُمْ,و | لأمنين | هم,و | ل | أ | مني | ن | هم,و | ل | أ | مني | ن | هم,CONJ | OTHER | IMPERF_PREF | IV | EMPHATIC_NUN | OBJ_PRON,3,6,too_few_segments
4,119,3,وَلَآمُرَنَّهُمْ,و | لآمرن | هم,و | ل | آ | آمر | ن | هم,و | ل | آ | آمر | ن | هم,CONJ | OTHER | IMPERF_PREF | IV | EMPHATIC_NUN | OBJ_PRON,3,6,too_few_segments
4,119,4,فَلَيُبَتِّكُنَّ,ف | ليبت | كن,ف | ل | ي | بتك | ن,ف | ل | ي | بتك | ن | None,CONJ | OTHER | IMPERF_PREF | IV | EMPHATIC_NUN | None,3,5,too_few_segments
4,119,7,وَلَآمُرَنَّهُمْ,و | لآمرن | هم,و | ل | آ | آمر | ن | هم,و | ل | آ | آمر | ن | هم,CONJ | OTHER | IMPERF_PREF | IV | EMPHATIC_NUN | OBJ_PRON,3,6,too_few_segments
4,119,8,فَلَيُغَيِّرُنَّ,ف | ليغيرن,ف | ل | ي | غير | ن,ف | ل | ي | غير | ن | None,CONJ | OTHER | IMPERF_PREF | IV | EMPHATIC_NUN | None,2,5,too_few_segments
4,119,12,يَتَّخِذِ,يتخذ,ي | تخذ,ي | تخذ,IMPERF_PREF | IV,1,2,too_few_segments
4,120,1,يَعِدُهُمْ,يعد | هم,ي | عد | هم,ي | عد | هم,IMPERF_PREF | IV | OBJ_PRON,2,3,too_few_segments
4,120,4,يَعِدُهُمُ,يعد | هم,ي | عد | هم,ي | عد | هم,IMPERF_PREF | IV | OBJ_PRON,2,3,too_few_segments
4,121,2,مَأْوَاهُمْ,مأ | وا | هم,مأوا | هم,مأوا | هم,NOUN_TIME_PLACE | POSS_PRON,3,2,too_many_segments
4,123,2,بِأَمَانِيِّكُمْ,ب | أما | ني | كم,ب | أماني | كم,ب | أماني | كم,PREP | NOUN_ABSTRACT | POSS_PRON,4,3,too_many_segments
4,123,4,أَمَانِيِّ,أما | ني,أماني,أماني,NOUN_ABSTRACT,2,1,too_many_segments
4,123,10,يُجْزَ,يجز,ي | جز,ي | جز,IMPERF_PREF | IV_PASS,1,2,too_few_segments
4,127,1,وَيَسْتَفْتُونَكَ,و | ي | ستفتونك,و | ي | ستفت | ون | ك,و | ي | ستفت | ون | ك | None | None,CONJ | IMPERF_PREF | IV | SUBJ_PRON | OBJ_PRON | None | None,3,5,too_few_segments
4,127,18,تُؤْتُونَهُنَّ,ت | ؤتون | هن,ت | ؤت | ون | هن,ت | ؤت | ون | هن | None | None,IMPERF_PREF | IV | SUBJ_PRON | OBJ_PRON | None | None,3,4,too_few_segments
4,127,24,تَنْكِحُوهُنَّ,ت | نكحو | هن,ت | نكح | و | هن,ت | نكح | و | هن,IMPERF_PREF | IV | SUBJ_PRON | OBJ_PRON,3,4,too_few_segments
4,128,13,يُصْلِحَا,ي | صلحا,ي | صلح | ا,ي | صلح | ا,IMPERF_PREF | IV | SUBJ_PRON,2,3,too_few_segments
4,128,18,وَأُحْضِرَتِ,و | أحضرت,و | أحضر | ت,و | أحضر | ت,CONJ | PV_PASS | SUFF_FEM_TA,2,3,too_few_segments
4,129,13,فَتَذَرُوهَا,ف | تذرو | ها,ف | ت | ذر | و | ها,ف | ت | ذر | و | ها,CONJ | IMPERF_PREF | IV | SUBJ_PRON | OBJ_PRON,3,5,too_few_segments
4,130,2,يَتَفَرَّقَا,يتفرقا,ي | ت | فرق | ا,ي | ت | فرق | ا,IMPERF_PREF | IMPERF_PREF | IV | SUBJ_PRON,1,4,too_few_segments
4,130,3,يُغْنِ,يغن,ي | غن,ي | غن,IMPERF_PREF | IV,1,2,too_few_segments
4,130,5,كُلَّاً,كلا,كل | ا,كل | ا,NOUN_ABSTRACT | CASE_INDEF_ACC,1,2,too_few_segments
4,130,7,سَعَتِهِ,سعت | ه,سع | ت | ه,سع | ت | ه,NOUN_ABSTRACT | NSUFF_FEM_SG | POSS_PRON,2,3,too_few_segments
4,131,9,وَصَّيْنَا,و | صي | نا,وصي | نا,وصي | نا,PV | SUBJ_PRON,3,2,too_many_segments
4,131,15,وَإِيَّاكُمْ,و | إياكم,و | إيا | كم,و | إيا | كم,CONJ | PRON | POSS_PRON,2,3,too_few_segments
4,132,10,وَكِيلَاً,و | كيلا,وكيل | ا,وكيل | ا,ADJ_QUALIT | CASE_INDEF_(ACC_GEN),2,2,wrong_content
4,133,6,وَيَأْتِ,و | يأ | ت,و | ي | أت,و | ي | أت,CONJ | IMPERF_PREF | IV,3,3,wrong_content
4,135,19,فَقِيرَاً,ف | قير | ا,فقير | ا,فقير | ا,ADJ_QUALIT | CASE_INDEF_(ACC_GEN),3,2,too_many_segments
4,136,20,وَمَلَائِكَتِهِ,و | ملائك | ة | ه,و | ملائك | ت | ه,و | ملائك | ت | ه,CONJ | NOUN_CONCRETE | NSUFF_FEM_SG | POSS_PRON,4,4,wrong_content
4,137,11,ازْدَادُوا,ا | زداد | وا,ازداد | وا,ازداد | وا,PV | SUBJ_PRON,3,2,too_many_segments
4,137,14,يَكُنِ,يكن,ي | كن,ي | كن,IMPERF_PREF | IV,1,2,too_few_segments
4,141,2,يَتَرَبَّصُونَ,ي | تربص | ون,ي | تربص | و | ن,ي | تربص | و | ن,IMPERF_PREF | IV | SUBJ_PRON | NOON_V5,3,4,too_few_segments
4,142,16,يَذْكُرُونَ,ي | ذكر | ون,ي | ذكر | و | ن,ي | ذكر | و | ن,IMPERF_PREF | IV | SUBJ_PRON | NOON_V5,3,4,too_few_segments
4,143,14,تَجِدَ,تجد,ت | جد,ت | جد,IV3FS | IV,1,2,too_few_segments
4,145,9,تَجِدَ,تجد,ت | جد,ت | جد,IV3FS | IV,1,2,too_few_segments
4,146,3,تَابُوا,ت | اب | وا,تاب | وا,تاب | وا,PV | SUBJ_PRON,3,2,too_many_segments
4,146,14,يُؤْتِ,يؤ | ت,ي | ؤت,ي | ؤت,IMPERF_PREF | IV,2,2,wrong_content
4,149,5,تُخْفُوهُ,ت | خفو | ه,ت | خف | و | ه,ت | خف | و | ه,IMPERF_PREF | IV | SUBJ_PRON | OBJ_PRON,3,4,too_few_segments
4,149,13,عَفُوَّاً,عف | وا,عفو | ا,عفو | ا,ADJ_INTENS | CASE_INDEF_(ACC_GEN),2,2,wrong_content
4,151,5,وَأَعْتَدْنَا,و | أعتد | نا,و | أ | عتد | نا,و | أ | عتد | نا,CONJ | IMPERF_PREF | IV | SUBJ_PRON,3,4,too_few_segments
4,153,7,كِتَابَاً,ك | تاب | ا,كتاب | ا,كتاب | ا,NOUN_CONCRETE | CASE_INDEF_(ACC_GEN),3,2,too_many_segments
4,153,31,فَعَفَوْنَا,ف | عفو | نا,ف | عف | و | نا,ف | عف | و | نا,CONJ | PV | SUBJ_PRON | OBJ_PRON,3,4,too_few_segments
4,155,2,نَقْضِهِمْ,ن | قض | هم,نقض | هم,نقض | هم,GERUND | POSS_PRON,3,2,too_many_segments
4,157,5,عِيسَى,عيسى,عيسا,عيسا,NOUN_PROP_FOREIGN,1,1,wrong_content
4,157,11,قَتَلُوهُ,قتلو | ه,قتل | و | ه,قتل | و | ه,PV | PVSUFF_SUBJ:3MP | PVSUFF_DO:3MS,2,3,too_few_segments
4,157,13,صَلَبُوهُ,صلبو | ه,صلب | و | ه,صلب | و | ه,PV | SUBJ_PRON | OBJ_PRON,2,3,too_few_segments
4,157,15,شُبِّهَ,شب | ه,شبه,شبه,PV_PASS,2,1,too_many_segments
4,157,33,قَتَلُوهُ,قتلو | ه,قتل | و | ه,قتل | و | ه,PV | PVSUFF_SUBJ:3MP | PVSUFF_DO:3MS,2,3,too_few_segments
4,159,6,لَيُؤْمِنَنَّ,ليؤمنن,ل | ي | ؤمن | ن,ل | ي | ؤمن | ن,OTHER | IMPERF_PREF | IV | EMPHATIC_NUN,1,4,too_few_segments
4,159,9,مَوْتِهِ,مو | ت | ه,موت | ه,موت | ه,GERUND | POSS_PRON,3,2,too_many_segments
4,161,4,نُهُوا,ن | هوا,نه | وا,نه | وا,PV_PASS | SUBJ_PRON,2,2,wrong_content
4,161,10,وَأَعْتَدْنَا,و | أعتد | نا,و | أ | عتد | نا,و | أ | عتد | نا,CONJ | IMPERF_PREF | IV | SUBJ_PRON,3,4,too_few_segments
4,163,16,وَيَعْقُوبَ,و | ي | عقوب,و | يعقوب,و | يعقوب,CONJ | NOUN_PROP_FOREIGN,3,2,too_many_segments
4,164,11,وَكَلَّمَ,و | ك | لم,و | كلم,و | كلم,CONJ | PV,3,2,too_many_segments
4,165,4,لِئَلَّا,ل | ئلا,ل | ئ | لا,ل | ئ | لا,PREP | INF_SUBJUNC_PART | OTHER,2,3,too_few_segments
4,168,6,يَكُنِ,يكن,ي | كن,ي | كن,IMPERF_PREF | IV,1,2,too_few_segments
4,171,15,عِيسَى,عيسى,عيسا,عيسا,NOUN_PROP_FOREIGN,1,1,wrong_content
4,171,20,وَكَلِمَتُهُ,و | كلم | ة | ه,و | كلم | ت | ه,و | كلم | ت | ه,CONJ | NOUN_ABSTRACT | NSUFF_FEM_SG | POSS_PRON,4,4,wrong_content
4,171,53,وَكِيلَاً,و | كيلا,وكيل | ا,وكيل | ا,ADJ_QUALIT | CASE_INDEF_(ACC_GEN),2,2,wrong_content
4,172,14,عِبَادَتِهِ,عباد | ة | ه,عباد | ت | ه,عباد | ت | ه,GERUND | NSUFF_FEM_SG | POSS_PRON,3,3,wrong_content
4,173,8,وَيَزِيدُهُمْ,و | يزيد | هم,و | ي | زيد | هم,و | ي | زيد | هم,CONJ | IMPERF_PREF | IV | OBJ_PRON,3,4,too_few_segments
4,176,1,يَسْتَفْتُونَكَ,ي | ستفتونك,ي | ستفت | ون | ك,ي | ستفت | ون | ك | None | None,IMPERF_PREF | IV | SUBJ_PRON | OBJ_PRON | None | None,2,4,too_few_segments
4,176,14,أُخْتٌ,أخت,أخ | ت,أخ | ت,NOUN_CONCRETE | SUFF_FEM_TA,1,2,too_few_segments
4,176,20,يَرِثُهَا,يرث | ها,ي | رث | ها,ي | رث | ها,IMPERF_PREF | IV | OBJ_PRON,2,3,too_few_segments
4,176,27,كَانَتَا,كانتا,كان | تا,كان | تا | None | None,PV | SUBJ_PRON | None | None,1,2,too_few_segments
4,176,28,اثْنَتَيْنِ,ا | ثنت | ين,اثن | ت | ين,اثن | ت | ين,NOUN_NUM | SUFF_FEM_TA | NSUFF_FEM_DU_GEN,3,3,wrong_content
4,176,30,الثُّلُثَانِ,ال | ثلثان,ال | ثلث | ان,ال | ثلث | ان,DET | NOUN_ABSTRACT | NSUFF_MASC_DU_NOM,2,3,too_few_segments
4,176,46,تَضِلُّوا,تضل | وا,ت | ضل | وا,ت | ضل | وا,IMPERF_PREF | IV | SUBJ_PRON,2,3,too_few_segments
5,1,4,أَوْفُوا,أوف | وا,أ | وف | وا,أ | وف | وا,CV_PREF | CV | SUBJ_PRON,2,3,too_few_segments
5,2,19,يَبْتَغُونَ,ي | بتغ | ون,ي | بتغ | و | ن,ي | بتغ | و | ن,IMPERF_PREF | IV | SUBJ_PRON | NOON_V5,3,4,too_few_segments
5,2,26,فَاصْطَادُوا,ف | ا | صطاد | وا,ف | اصطاد | وا,ف | اصطاد | وا,OTHER | CV | SUBJ_PRON,4,3,too_many_segments
5,2,28,يَجْرِمَنَّكُمْ,ي | جرمن | كم,ي | جرم | ن | كم,ي | جرم | ن | كم,IMPERF_PREF | IV | EMPHATIC_NUN | OBJ_PRON,3,4,too_few_segments
5,2,32,صَدُّوكُمْ,صدو | كم,صد | و | كم,صد | و | كم,PV | SUBJ_PRON | OBJ_PRON,2,3,too_few_segments
5,2,38,وَتَعَاوَنُوا,و | ت | عا | ون | وا,و | تعاون | وا,و | تعاون | وا,CONJ | CV | SUBJ_PRON,5,3,too_many_segments
5,2,43,تَعَاوَنُوا,ت | عا | ون | وا,تعاون | وا,تعاون | وا,CV | SUBJ_PRON,4,2,too_many_segments
5,3,29,ذَلِكُمْ,ذل | كم,ذلك | م,ذلك | م,DEM_PRON_MS | OTHER,2,2,wrong_content
5,3,38,تَخْشَوْهُمْ,ت | خشو | هم,ت | خش | و | هم,ت | خش | و | هم,IMPERF_PREF | IV | SUBJ_PRON | OBJ_PRON,3,4,too_few_segments
5,3,39,وَاخْشَوْنِ,و | ا | خش | ون,و | ا | خش | و | ن,و | ا | خش | و | ن | None,CONJ | CV_PREF | CV | SUBJ_PRON | PROTECT_NUN | None,4,5,too_few_segments
5,3,46,نِعْمَتِي,ن | عمت | ي,نعم | ت | ي,نعم | ت | ي,NOUN_ABSTRACT | NSUFF_FEM_SG | POSS_PRON,3,3,wrong_content
5,3,47,وَرَضِيتُ,و | رضيت,و | رضي | ت,و | رضي | ت | None,CONJ | PV | SUBJ_PRON | None,2,3,too_few_segments
5,4,1,يَسْأَلُونَكَ,ي | سألون | ك,ي | سأل | ون | ك,ي | سأل | ون | ك | None | None,IMPERF_PREF | IV | SUBJ_PRON | OBJ_PRON | None | None,3,4,too_few_segments
5,4,14,تُعَلِّمُونَهُنَّ,ت | علمون | هن,ت | علم | ون | هن,ت | علم | ون | هن | None | None,IMPERF_PREF | IV | SUBJ_PRON | POSS_PRON | None | None,3,4,too_few_segments
5,4,20,أَمْسَكْنَ,أمس | كن,أمسك | ن,أمسك | ن,PV | SUBJ_PRON,2,2,wrong_content
5,5,25,آتَيْتُمُوهُنَّ,آتي | تمو | هن,آتي | تم | و | هن,آتي | تم | و | هن,PV | SUBJ_PRON | OTHER | OBJ_PRON,3,4,too_few_segments
5,6,9,وُجُوهَكُمْ,و | جوه | كم,وجوه | كم,وجوه | كم,NOUN_CONCRETE | POSS_PRON,3,2,too_many_segments
5,6,21,فَاطَّهَّرُوا,ف | اطهر | وا,ف | ا | طهر | وا,ف | ا | طهر | وا,CONJ | CV_PREF | CV | SUBJ_PRON,3,4,too_few_segments
5,6,58,نِعْمَتَهُ,ن | عمت | ه,نعم | ت | ه,نعم | ت | ه,NOUN_ABSTRACT | NSUFF_FEM_SG | POSS_PRON,3,3,wrong_content
5,6,61,تَشْكُرُونَ,ت | شكر | ون,ت | شكر | و | ن,ت | شكر | و | ن,IMPERF_PREF | IV | SUBJ_PRON | NOON_V5,3,4,too_few_segments
5,7,2,نِعْمَةَ,ن | عم | ة,نعم | ة,نعم | ة,NOUN_ABSTRACT | NSUFF_FEM_SG,3,2,too_many_segments
5,7,7,وَاثَقَكُمْ,و | اثق | كم,واثق | كم,واثق | كم,PV | OBJ_PRON,3,2,too_many_segments
5,8,10,يَجْرِمَنَّكُمْ,ي | جرمن | كم,ي | جرم | ن | كم,ي | جرم | ن | كم,IMPERF_PREF | IV | EMPHATIC_NUN | OBJ_PRON,3,4,too_few_segments
5,8,14,أَلَّا,أن | لا,أن | Lا,أن | Lا,SUBJUNC_PART | OTHER,2,2,wrong_content
5,9,1,وَعَدَ,و | عد,وعد,وعد | (null),PV | PVSUFF_SUBJ:3MS,2,1,too_many_segments
5,11,5,نِعْمَتَ,ن | عمت,نعم | ة,نعم | ة,NOUN_ABSTRACT | NSUFF_FEM_SG,2,2,wrong_content
5,11,22,فَلْيَتَوَكَّلِ,فليتوكل,ف | ل | ي | توكل,ف | ل | ي | توكل,CONJ | OTHER | IMPERF_PREF | IV,1,4,too_few_segments
5,12,5,بَنِي,ب | ني,بن | ي,بن | ي,NOUN_CONCRETE | NSUFF_MASC_PL_GEN,2,2,wrong_content
5,12,9,اثْنَيْ,ا | ثني,اثني,اثني,NOUN_NUM,2,1,too_many_segments
5,12,14,إِنِّي,أن | ني,أن | ي,إن | ي,ANNUL_PART | POSS_PRON,2,2,wrong_content
5,12,17,أَقَمْتُمُ,أ | قم | تم,أقام | تم,أقام | تم,PV | SUBJ_PRON,3,2,too_many_segments
5,12,23,وَعَزَّرْتُمُوهُمْ,و | عزر | تمو | هم,و | عزر | تم | و | هم,و | عزر | تم | و | هم,CONJ | PV | SUBJ_PRON | OTHER | OBJ_PRON,4,5,too_few_segments
5,12,28,لَأُكَفِّرَنَّ,لأكفرن,ل | أ | كفر | ن,ل | أ | كفر | ن,OTHER | IMPERF_PREF | IV | EMPHATIC_NUN,1,4,too_few_segments
5,12,30,سَيِّئَاتِكُمْ,س | يئ | ات | كم,سيئ | ات | كم,سيئ | ات | كم,NOUN_ABSTRACT | NSUFF_FEM_PL | POSS_PRON,4,3,too_many_segments
5,12,31,وَلَأُدْخِلَنَّكُمْ,و | لأدخلن | كم,و | ل | أ | دخل | ن | كم,و | ل | أ | دخل | ن | كم,CONJ | OTHER | IMPERF_PREF | IV | EMPHATIC_NUN | OBJ_PRON,3,6,too_few_segments
5,13,2,نَقْضِهِمْ,ن | قض | هم,نقض | هم,نقض | هم,GERUND | POSS_PRON,3,2,too_many_segments
5,13,4,لَعَنَّاهُمْ,لع | نا | هم,لعن | نا | هم,لعن | نا | هم,PV | SUBJ_PRON | OBJ_PRON,3,3,wrong_content
5,13,12,وَنَسُوا,و | ن | سوا,و | نس | وا,و | نس | وا,CONJ | PV | SUBJ_PRON,3,3,wrong_content
5,13,17,وَلَا تَزَالُ,و | لا تزال,و | ت | لا | زال,و | ت | لا | زال,CONJ | IMPERF_PREF | NEG_PART | IV,2,4,too_few_segments
5,13,18,تَطَّلِعُ,تطلع,ت | طلع,ت | طلع,IMPERF_PREF | IV,1,2,too_few_segments
5,13,25,فَاعْفُ,ف | اعف,ف | ا | عف,ف | ا | عف,CONJ | CV_PREF | CV,2,3,too_few_segments
5,14,8,فَنَسُوا,ف | ن | سوا,ف | نس | وا,ف | نس | وا,CONJ | PV | SUBJ_PRON,3,3,wrong_content
5,15,11,تُخْفُونَ,ت | خف | ون,ت | خف | و | ن,ت | خف | و | ن,IMPERF_PREF | IV | SUBJ_PRON | NOON_V5,3,4,too_few_segments
5,18,1,وَقَالَتِ,و | قالت,و | قال | ت,و | قال | ت,CONJ | PV | SUFF_FEM_TA,2,3,too_few_segments
